date_week,date,rain,Tair,rh,Mean_EVI,lncase_0,lncase_1,lncase_2,lncase_3,lncase_4
201336,2013/9/1,0.002302767,0.440988697,0.483376505,0.178350834,4.852030264,5.476463552,5.323009979,4.844187086,4.875197323
201337,2013/9/8,0.001662277,0.422022231,0.417811169,0.290885067,5.476463552,5.323009979,4.844187086,4.875197323,4.204692619
201338,2013/9/15,0.024876505,0.64272943,0.426691841,0.176485123,5.323009979,4.844187086,4.875197323,4.204692619,4.86753445
201339,2013/9/22,0.089511039,0.744405166,0.317370185,0.351253575,4.844187086,4.875197323,4.204692619,4.86753445,4.8978398
201340,2013/9/29,0.275736103,0.557890256,0.68844103,0.164590248,4.875197323,4.204692619,4.86753445,4.8978398,5.099866428
201341,2013/10/6,0.138815869,0.373674576,0.761517225,0.326878167,4.204692619,4.86753445,4.8978398,5.099866428,4.49980967
201342,2013/10/13,0.053738355,0.531555853,0.54244601,0.462708087,4.86753445,4.8978398,5.099866428,4.49980967,4.672828834
201343,2013/10/20,0.037467812,0.542425411,0.673640567,0.537077776,4.8978398,5.099866428,4.49980967,4.672828834,4.779123493
201344,2013/10/27,0.201254977,0.522274122,0.726277763,0.216604246,5.099866428,4.49980967,4.672828834,4.779123493,4.983606622
201345,2013/11/3,0.173514759,0.390433717,0.824291823,0.481372199,4.49980967,4.672828834,4.779123493,4.983606622,4.543294782
201346,2013/11/10,0.250024419,0.515630316,0.774746124,0.469574166,4.672828834,4.779123493,4.983606622,4.543294782,5.342334252
201347,2013/11/17,0.113199307,0.449444986,0.74128275,0.781011715,4.779123493,4.983606622,4.543294782,5.342334252,4.709530201
201348,2013/11/24,0.348591224,0.379783356,0.92956417,0.373075613,4.983606622,4.543294782,5.342334252,4.709530201,4.682131227
201349,2013/12/1,0.147244623,0.500238497,0.863557,0.474793263,4.543294782,5.342334252,4.709530201,4.682131227,4.17438727
201350,2013/12/8,0.117178567,0.409572181,0.945889876,0.541756863,5.342334252,4.709530201,4.682131227,4.17438727,5.257495372
201351,2013/12/15,0.580481086,0.432580091,0.962395591,0.506148134,4.709530201,4.682131227,4.17438727,5.257495372,5.318119994
201352,2013/12/22,0.397103029,0.36767276,0.97078914,0.378914276,4.682131227,4.17438727,5.257495372,5.318119994,5.811140993
201401,2013/12/29,0.067861232,0.421968973,0.86239754,0.838668245,4.17438727,5.257495372,5.318119994,5.811140993,5.863631176
201402,2014/1/5,0.076241599,0.375636725,0.832661903,0.948868415,5.257495372,5.318119994,5.811140993,5.863631176,6.298949247
201403,2014/1/12,0.156395176,0.413711039,0.886199222,0.789626775,5.318119994,5.811140993,5.863631176,6.298949247,6.595780514
201404,2014/1/19,0.334373708,0.373632272,0.924903537,0.654117333,5.811140993,5.863631176,6.298949247,6.595780514,6.049733455
201405,2014/1/26,0.042566674,0.331531019,0.853049801,0.840689596,5.863631176,6.298949247,6.595780514,6.049733455,6.139884552
201406,2014/2/2,0.022499738,0.383944355,0.786781802,0.861558719,6.298949247,6.595780514,6.049733455,6.139884552,5.897153868
201407,2014/2/9,0.268993864,0.362486589,0.904960999,0.777529906,6.595780514,6.049733455,6.139884552,5.897153868,6.300785795
201408,2014/2/16,0.322064077,0.310204236,1,0.441464752,6.049733455,6.139884552,5.897153868,6.300785795,6.177944114
201409,2014/2/23,0.109227934,0.388201706,0.892025349,0.524890757,6.139884552,5.897153868,6.300785795,6.177944114,6.329720906
201410,2014/3/2,0.640216613,0.396971314,0.964361679,0.672285514,5.897153868,6.300785795,6.177944114,6.329720906,6.516193076
201411,2014/3/9,0.030886581,0.400952871,0.915049664,0.862401965,6.300785795,6.177944114,6.329720906,6.516193076,6.753437919
201412,2014/3/16,0.262140624,0.389807807,0.932909936,0.840213364,6.177944114,6.329720906,6.516193076,6.753437919,6.803505258
201413,2014/3/23,0.192731574,0.379902659,0.970221268,0.387103761,6.329720906,6.516193076,6.753437919,6.803505258,6.871091295
201414,2014/3/30,0.291307336,0.404066432,0.947662275,0.643217682,6.516193076,6.753437919,6.803505258,6.871091295,6.779921907
201415,2014/4/6,0.185205616,0.431612185,0.909173017,0.795713831,6.753437919,6.803505258,6.871091295,6.779921907,7.03966035
201416,2014/4/13,0.113017618,0.411547236,0.882091622,0.752487072,6.803505258,6.871091295,6.779921907,7.03966035,6.958448393
201417,2014/4/20,0.084384242,0.397302928,0.920224834,0.810538055,6.871091295,6.779921907,7.03966035,6.958448393,7.13169851
201418,2014/4/27,0.000169032,0.16193079,0.890653134,0.950362951,6.779921907,7.03966035,6.958448393,7.13169851,7.04053639
201419,2014/5/4,0.003862076,0.282789713,0.888434072,0.811021438,7.03966035,6.958448393,7.13169851,7.04053639,6.880384082
201420,2014/5/11,0,0.217435411,0.861376491,0.848975844,6.958448393,7.13169851,7.04053639,6.880384082,6.535241271
201421,2014/5/18,0.000259,0.320845778,0.849704168,0.793617851,7.13169851,7.04053639,6.880384082,6.535241271,6.202535517
201422,2014/5/25,0,0.260065582,0.812570129,0.593457922,7.04053639,6.880384082,6.535241271,6.202535517,6.338594078
201423,2014/6/1,0,0.263440217,0.850607523,0.621124128,6.880384082,6.535241271,6.202535517,6.338594078,6.146329258
201424,2014/6/8,0,0.166952443,0.821667975,0.614782012,6.535241271,6.202535517,6.338594078,6.146329258,6.12905021
201425,2014/6/15,0.005513107,0.195424142,0.834008744,0.53812933,6.202535517,6.338594078,6.146329258,6.12905021,6.013715156
201426,2014/6/22,0.003390131,0.133085931,0.748593716,0.569170647,6.338594078,6.146329258,6.12905021,6.013715156,5.666426688
201427,2014/6/29,0,0.247087753,0.555729265,0.541255207,6.146329258,6.12905021,6.013715156,5.666426688,5.620400866
201428,2014/7/6,0,0.21350643,0.61214313,0.509487022,6.12905021,6.013715156,5.666426688,5.620400866,4.941642423
201429,2014/7/13,0.01569124,0.192926443,0.59453746,0.49677763,6.013715156,5.666426688,5.620400866,4.941642423,4.605170186
201430,2014/7/20,0.004508214,0.259314244,0.644980739,0.39943298,5.666426688,5.620400866,4.941642423,4.605170186,4.955827058
201431,2014/7/27,0.000903191,0.174528004,0.688721793,0.352566201,5.620400866,4.941642423,4.605170186,4.955827058,4.454347296
201432,2014/8/3,0.000285533,0.325401946,0.368395531,0.398170985,4.941642423,4.605170186,4.955827058,4.454347296,4.234106505
201433,2014/8/10,0,0.324439412,0.345752499,0.388718008,4.605170186,4.955827058,4.454347296,4.234106505,3.871201011
201434,2014/8/17,0,0.362322936,0.375696555,0.371204608,4.955827058,4.454347296,4.234106505,3.871201011,3.970291914
201435,2014/8/24,0,0.629361372,0.16176671,0.352096723,4.454347296,4.234106505,3.871201011,3.970291914,3.713572067
201436,2014/8/31,0.05481755,0.643522803,0.395230003,0.34175331,4.234106505,3.871201011,3.970291914,3.713572067,4.290459441
201437,2014/9/7,0,0.438394959,0.260990789,0.39093949,3.871201011,3.970291914,3.713572067,4.290459441,3.713572067
201438,2014/9/14,0,0.736868537,0.145439505,0.363459362,3.970291914,3.713572067,4.290459441,3.713572067,3.496507561
201439,2014/9/21,0.004527639,0.712928986,0.377121866,0.36507842,3.713572067,4.290459441,3.713572067,3.496507561,3.850147602
201440,2014/9/28,0.081785572,0.704094362,0.419457101,0.357134282,4.290459441,3.713572067,3.496507561,3.850147602,3.610917913
201441,2014/10/5,0,0.489646322,0.287426282,0.448398093,3.713572067,3.496507561,3.850147602,3.610917913,4.127134385
201442,2014/10/12,0,0.816618514,0.103436509,0.444934491,3.496507561,3.850147602,3.610917913,4.127134385,3.970291914
201443,2014/10/19,0.142695757,0.620314925,0.531498359,0.365467411,3.850147602,3.610917913,4.127134385,3.970291914,4.406719247
201444,2014/10/26,0.335716075,0.451080827,0.848948872,0.142554322,3.610917913,4.127134385,3.970291914,4.406719247,4.262679877
201445,2014/11/2,0.021283994,0.563037822,0.727098552,0.519685782,4.127134385,3.970291914,4.406719247,4.262679877,4.043051268
201446,2014/11/9,0.285861708,0.466860631,0.843334852,0.188048901,3.970291914,4.406719247,4.262679877,4.043051268,4.060443011
201447,2014/11/16,0.247845606,0.42594427,0.830383173,0.512830134,4.406719247,4.262679877,4.043051268,4.060443011,3.931825633
201448,2014/11/23,0.291369799,0.401323269,0.923508166,0.332068701,4.262679877,4.043051268,4.060443011,3.931825633,3.526360525
201449,2014/11/30,0.251086613,0.365891368,0.885511559,0.427682705,4.043051268,4.060443011,3.931825633,3.526360525,3.526360525
201450,2014/12/7,0.284723469,0.241829179,0.997926532,0.281248053,4.060443011,3.931825633,3.526360525,3.526360525,4.477336814
201451,2014/12/14,0.333143843,0.423808265,0.931779423,0.555557997,3.931825633,3.526360525,3.526360525,4.477336814,4.477336814
201452,2014/12/21,0.256129815,0.424399658,0.885024808,0.659460445,3.526360525,3.526360525,4.477336814,4.477336814,4.983606622
201453,2014/12/28,0.08298452,0.508276417,0.744258064,0.925258968,3.526360525,4.477336814,4.477336814,4.983606622,4.852030264
201501,2015/1/4,0.043019875,0.470819511,0.722103304,0.937312041,4.477336814,4.477336814,4.983606622,4.852030264,5.153291594
201502,2015/1/11,0.012057084,0.504123469,0.703471749,0.886542922,4.477336814,4.983606622,4.852030264,5.153291594,5.433722004
201503,2015/1/18,0.026401064,0.499901662,0.696940347,0.804670873,4.983606622,4.852030264,5.153291594,5.433722004,5.111987788
201504,2015/1/25,0.158664824,0.472563043,0.809817078,0.590051338,4.852030264,5.153291594,5.433722004,5.111987788,5.609471795
201505,2015/2/1,0.342093715,0.425192465,0.81305886,0.415661612,5.153291594,5.433722004,5.111987788,5.609471795,5.886104031
201506,2015/2/8,0.092915784,0.414583774,0.811919133,0.756272381,5.433722004,5.111987788,5.609471795,5.886104031,5.680172609
201507,2015/2/15,0.113928057,0.372770727,0.889361872,0.571786222,5.111987788,5.609471795,5.886104031,5.680172609,5.720311777
201508,2015/2/22,0.284229678,0.392110846,0.876576279,0.701113292,5.609471795,5.886104031,5.680172609,5.720311777,6.033086222
201509,2015/3/1,0.164019987,0.428074852,0.901649233,0.484883093,5.886104031,5.680172609,5.720311777,6.033086222,5.780743516
201510,2015/3/8,0.327036519,0.422991663,0.921544395,0.639682249,5.680172609,5.720311777,6.033086222,5.780743516,6.216606101
201511,2015/3/15,0.266884842,0.315385851,0.939435264,0.225006954,5.720311777,6.033086222,5.780743516,6.216606101,6.677083461
201512,2015/3/22,0.286190754,0.389694545,0.935895673,0.693348864,6.033086222,5.780743516,6.216606101,6.677083461,6.626717749
201513,2015/3/29,0.140938521,0.467822224,0.890284093,0.78512276,5.780743516,6.216606101,6.677083461,6.626717749,6.685860947
201514,2015/4/5,0.283543676,0.400140174,0.959552444,0.750943665,6.216606101,6.677083461,6.626717749,6.685860947,6.895682698
201515,2015/4/12,0.141388661,0.394996414,0.933725276,0.829173662,6.677083461,6.626717749,6.685860947,6.895682698,6.56667243
201516,2015/4/19,0.210651323,0.44035452,0.91151961,0.879927012,6.626717749,6.685860947,6.895682698,6.56667243,6.380122537
201517,2015/4/26,0.060526888,0.300481921,0.956922924,0.781483804,6.685860947,6.895682698,6.56667243,6.380122537,6.490723535
201518,2015/5/3,0.089154835,0.314356657,0.964221795,0.693663721,6.895682698,6.56667243,6.380122537,6.490723535,6.098074282
201519,2015/5/10,0.092443118,0.261273153,0.94365141,0.395818446,6.56667243,6.380122537,6.490723535,6.098074282,6.269096284
201520,2015/5/17,7.95E-05,0.183142681,0.933470339,0.833659713,6.380122537,6.490723535,6.098074282,6.269096284,6.159095388
201521,2015/5/24,0.000151116,0.263914933,0.800556386,0.880489124,6.490723535,6.098074282,6.269096284,6.159095388,5.860786223
201522,2015/5/31,0.000120825,0.257158511,0.845126958,0.79909086,6.098074282,6.269096284,6.159095388,5.860786223,5.710427017
201523,2015/6/7,0.001935614,0.260725825,0.76178152,0.758711124,6.269096284,6.159095388,5.860786223,5.710427017,4.919980926
201524,2015/6/14,0,0.293587548,0.660143987,0.713776235,6.159095388,5.860786223,5.710427017,4.919980926,4.997212274
201525,2015/6/21,0.001392634,0.116601595,0.746413534,0.56707541,5.860786223,5.710427017,4.919980926,4.997212274,4.836281907
201526,2015/6/28,0.000170648,0.209096483,0.648420279,0.625254662,5.710427017,4.919980926,4.997212274,4.836281907,4.744932128
201527,2015/7/5,0.003624112,0.301280016,0.665418505,0.421687124,4.919980926,4.997212274,4.836281907,4.744932128,3.737669618
201528,2015/7/12,0,0.285235497,0.62215941,0.54170417,4.997212274,4.836281907,4.744932128,3.737669618,4.615120517
201529,2015/7/19,0,0.23412022,0.503930966,0.488558119,4.836281907,4.744932128,3.737669618,4.615120517,4.682131227
201530,2015/7/26,0,0.395862695,0.37023596,0.50438467,4.744932128,3.737669618,4.615120517,4.682131227,4.356708827
201531,2015/8/2,0,0.309683019,0.261436194,0.468681075,3.737669618,4.615120517,4.682131227,4.356708827,3.970291914
201532,2015/8/9,0,0.221217595,0.457083744,0.460104111,4.615120517,4.682131227,4.356708827,3.970291914,3.33220451
201533,2015/8/16,0,0.46087036,0.335853901,0.402646302,4.682131227,4.356708827,3.970291914,3.33220451,3.218875825
201534,2015/8/23,0.002441683,0.633325865,0.212673527,0.375241224,4.356708827,3.970291914,3.33220451,3.218875825,3.33220451
201535,2015/8/30,0,0.612968497,0.161294797,0.404772399,3.970291914,3.33220451,3.218875825,3.33220451,3.688879454
201536,2015/9/6,0.036571515,0.696710111,0.342495901,0.337275063,3.33220451,3.218875825,3.33220451,3.688879454,4.234106505
201537,2015/9/13,0.012096489,0.596231998,0.410476844,0.239968422,3.218875825,3.33220451,3.688879454,4.234106505,3.465735903
201538,2015/9/20,0,0.823214172,0.046962697,0.372972602,3.33220451,3.688879454,4.234106505,3.465735903,2.944438979
201539,2015/9/27,0.066622328,0.767992547,0.243993111,0.275538719,3.688879454,4.234106505,3.465735903,2.944438979,3.526360525
201540,2015/10/4,0.055590886,0.770925067,0.336482925,0.440897546,4.234106505,3.465735903,2.944438979,3.526360525,3.433987204
201541,2015/10/11,0,0.808921065,0.089939497,0.475334779,3.465735903,2.944438979,3.526360525,3.433987204,4.33073334
201542,2015/10/18,0.02849792,0.827808989,0.231498642,0.428826365,2.944438979,3.526360525,3.433987204,4.33073334,4.828313737
201543,2015/10/25,0.220737958,0.575533234,0.781666266,0.150877337,3.526360525,3.433987204,4.33073334,4.828313737,4.276666119
201544,2015/11/1,0.238437489,0.610300403,0.660077271,0.579082626,3.433987204,4.33073334,4.828313737,4.276666119,4.317488114
201545,2015/11/8,0.18207928,0.726316186,0.409434279,0.633484412,4.33073334,4.828313737,4.276666119,4.317488114,4.804021045
201546,2015/11/15,0.76728203,0.496478558,0.910186035,0.217325303,4.828313737,4.276666119,4.317488114,4.804021045,5.099866428
201547,2015/11/22,0.594323072,0.587032982,0.856788644,0.574704454,4.276666119,4.317488114,4.804021045,5.099866428,4.941642423
201548,2015/11/29,0.400714934,0.606713183,0.76913009,0.719171822,4.317488114,4.804021045,5.099866428,4.941642423,5.081404365
201549,2015/12/6,0.371804138,0.572023855,0.820556802,0.702697467,4.804021045,5.099866428,4.941642423,5.081404365,6.086774727
201550,2015/12/13,0.269908328,0.557660957,0.701640602,0.8089858,5.099866428,4.941642423,5.081404365,6.086774727,6.320768294
201551,2015/12/20,0.408214753,0.501321937,0.795742854,0.928958675,4.941642423,5.081404365,6.086774727,6.320768294,6.295266001
201552,2015/12/27,0.490075086,0.464718085,0.8656924,0.680313622,5.081404365,6.086774727,6.320768294,6.295266001,6.551080335
201601,2016/1/3,0.476277503,0.418024504,0.960581052,0.528797548,6.086774727,6.320768294,6.295266001,6.551080335,7.033506484
201602,2016/1/10,0.617252355,0.397928736,0.987509812,0.208539253,6.320768294,6.295266001,6.551080335,7.033506484,7.109062136
201603,2016/1/17,0.334815025,0.422602926,0.994588096,0.36810331,6.295266001,6.551080335,7.033506484,7.109062136,7.446585099
201604,2016/1/24,0.716209906,0.454889524,0.95140915,0.747276447,6.551080335,7.033506484,7.109062136,7.446585099,7.327123292
201605,2016/1/31,0.194345362,0.438879258,0.855950774,0.850125931,7.033506484,7.109062136,7.446585099,7.327123292,7.44716836
201606,2016/2/7,0.34872622,0.496227726,0.854071267,0.818668483,7.109062136,7.446585099,7.327123292,7.44716836,7.294377299
201607,2016/2/14,0.212459648,0.491929669,0.812525948,0.921989241,7.446585099,7.327123292,7.44716836,7.294377299,7.430114139
201608,2016/2/21,0.193973287,0.493782937,0.817548623,0.921989241,7.327123292,7.44716836,7.294377299,7.430114139,7.122059882
201609,2016/2/28,0.342729614,0.46676238,0.88878322,0.843250773,7.44716836,7.294377299,7.430114139,7.122059882,7.192934221
201610,2016/3/6,0.672239313,0.461600161,0.953259831,0.547459933,7.294377299,7.430114139,7.122059882,7.192934221,7.01571242
201611,2016/3/13,0.17599497,0.441378784,0.880956971,0.827089184,7.430114139,7.122059882,7.192934221,7.01571242,6.937314081
201612,2016/3/20,0.22722792,0.486112813,0.837213227,0.852705944,7.122059882,7.192934221,7.01571242,6.937314081,6.674561392
201613,2016/3/27,0.061309051,0.497126712,0.810493383,0.8776476,7.192934221,7.01571242,6.937314081,6.674561392,6.785587645
201614,2016/4/3,0.079980475,0.519352817,0.775112075,0.913756434,7.01571242,6.937314081,6.674561392,6.785587645,6.549650742
201615,2016/4/10,0.00302533,0.42621345,0.622849858,0.884346005,6.937314081,6.674561392,6.785587645,6.549650742,6.49677499
201616,2016/4/17,0.004197112,0.406466183,0.645743196,0.813278073,6.674561392,6.785587645,6.549650742,6.49677499,6.190315406
201617,2016/4/24,0.231005998,0.408065924,0.767179682,0.43089617,6.785587645,6.549650742,6.49677499,6.190315406,5.826000107
201618,2016/5/1,0.008279051,0.353709798,0.719568092,0.741073691,6.549650742,6.49677499,6.190315406,5.826000107,5.837730447
201619,2016/5/8,0.058811444,0.396362421,0.645755812,0.651536002,6.49677499,6.190315406,5.826000107,5.837730447,5.634789603
201620,2016/5/15,0.260413925,0.361089042,0.859289132,0.603995864,6.190315406,5.826000107,5.837730447,5.634789603,5.690359454
201621,2016/5/22,0.015650233,0.301438972,0.794434773,0.617916122,5.826000107,5.837730447,5.634789603,5.690359454,5.252273428
201622,2016/5/29,0.017937903,0.340765907,0.631011357,0.628560632,5.837730447,5.634789603,5.690359454,5.252273428,5.068904202
201623,2016/6/5,0.06910179,0.390802872,0.716211352,0.598686208,5.634789603,5.690359454,5.252273428,5.068904202,4.59511985
201624,2016/6/12,0.004353661,0.152423891,0.715865693,0.506112881,5.690359454,5.252273428,5.068904202,4.59511985,4.65396035
201625,2016/6/19,0.012581822,0.233504837,0.594027716,0.502061,5.252273428,5.068904202,4.59511985,4.65396035,4.634728988
201626,2016/6/26,0.000180161,0.134211625,0.648142651,0.484978116,5.068904202,4.59511985,4.65396035,4.634728988,4.8978398
201627,2016/7/3,0.001130303,0.285822385,0.540140916,0.425034516,4.59511985,4.65396035,4.634728988,4.8978398,4.189654742
201628,2016/7/10,0,0.374553737,0.330816918,0.452550295,4.65396035,4.634728988,4.8978398,4.189654742,3.784189634
201629,2016/7/17,0.000116745,0.377318554,0.342552503,0.410013666,4.634728988,4.8978398,4.189654742,3.784189634,3.688879454
201630,2016/7/24,1.84E-05,0.31056053,0.432406954,0.400756462,4.8978398,4.189654742,3.784189634,3.688879454,4.143134726
201631,2016/7/31,8.27E-05,0.283457943,0.447957418,0.371333468,4.189654742,3.784189634,3.688879454,4.143134726,3.583518938
201632,2016/8/7,0.001084034,0.511288792,0.226262012,0.35949957,3.784189634,3.688879454,4.143134726,3.583518938,3.496507561
201633,2016/8/14,0.062973854,0.558499251,0.428029022,0.237479954,3.688879454,4.143134726,3.583518938,3.496507561,3.988984047
201634,2016/8/21,0.065105422,0.44089388,0.454883449,0.315987186,4.143134726,3.583518938,3.496507561,3.988984047,3.401197382
201635,2016/8/28,0.035867355,0.55785256,0.377392302,0.357256326,3.583518938,3.496507561,3.988984047,3.401197382,3.496507561
201636,2016/9/4,0.008385767,0.593244597,0.243749314,0.336497592,3.496507561,3.988984047,3.401197382,3.496507561,3.850147602
201637,2016/9/11,0,0.728171183,0.097720225,0.35382208,3.988984047,3.401197382,3.496507561,3.850147602,3.33220451
201638,2016/9/18,0.188575527,0.677016231,0.41995381,0.26744481,3.401197382,3.496507561,3.850147602,3.33220451,3.737669618
201639,2016/9/25,0.222978321,0.581006228,0.587799256,0.112931888,3.496507561,3.850147602,3.33220451,3.737669618,3.784189634
201640,2016/10/2,0.305467065,0.487414815,0.691318742,0.149706902,3.850147602,3.33220451,3.737669618,3.784189634,3.610917913
201641,2016/10/9,0.076487659,0.592443968,0.535288664,0.412525725,3.33220451,3.737669618,3.784189634,3.610917913,4.007333185
201642,2016/10/16,0.244433417,0.7473215,0.457715451,0.327385137,3.737669618,3.784189634,3.610917913,4.007333185,3.663561646
201643,2016/10/23,0.181415153,0.617923309,0.58059412,0.390047613,3.784189634,3.610917913,4.007333185,3.663561646,4.110873864
201644,2016/10/30,0.425502802,0.424551049,0.818125827,0.397221812,3.610917913,4.007333185,3.663561646,4.110873864,4.007333185
201645,2016/11/6,0.513823606,0.445375387,0.834951791,0.346344282,4.007333185,3.663561646,4.110873864,4.007333185,4.110873864
201646,2016/11/13,0.637232539,0.434721987,0.917551682,0.076442174,3.663561646,4.110873864,4.007333185,4.110873864,4.219507705
201647,2016/11/20,0.502550844,0.433309126,0.927925274,0.469709229,4.110873864,4.007333185,4.110873864,4.219507705,4.219507705
201648,2016/11/27,0.549371889,0.493250559,0.876831629,0.706601889,4.007333185,4.110873864,4.219507705,4.219507705,4.204692619
201649,2016/12/4,0.565581675,0.486201315,0.892898659,0.613619109,4.110873864,4.219507705,4.219507705,4.204692619,4.219507705
201650,2016/12/11,0.54719069,0.413438327,0.931069494,0.589756185,4.219507705,4.219507705,4.204692619,4.219507705,4.454347296
201651,2016/12/18,0.192281663,0.388769623,0.821942655,0.915891171,4.219507705,4.204692619,4.219507705,4.454347296,4.663439094
201652,2016/12/25,0.241540768,0.486984916,0.752669786,0.769957298,4.204692619,4.219507705,4.454347296,4.663439094,4.634728988
201701,2017/1/1,0.18460747,0.516348639,0.707104574,0.813134651,4.219507705,4.454347296,4.663439094,4.634728988,4.919980926
201702,2017/1/8,0.23436167,0.509042963,0.738957226,0.867698951,4.454347296,4.663439094,4.634728988,4.919980926,4.820281566
201703,2017/1/15,0.263600935,0.435974109,0.887166772,0.605695097,4.663439094,4.634728988,4.919980926,4.820281566,4.820281566
201704,2017/1/22,0.533402719,0.445898829,0.885976581,0.698136122,4.634728988,4.919980926,4.820281566,4.820281566,4.762173935
201705,2017/1/29,0.318247156,0.453993133,0.83530122,0.711322845,4.919980926,4.820281566,4.820281566,4.762173935,4.584967479
201706,2017/2/5,0.435982236,0.434929286,0.948866664,0.627881645,4.820281566,4.820281566,4.762173935,4.584967479,5.017279837
201707,2017/2/12,0.206814685,0.329246402,0.926240256,0.626987517,4.820281566,4.762173935,4.584967479,5.017279837,5.420534999
201708,2017/2/19,0.212849444,0.400138483,0.861499486,0.90892646,4.762173935,4.584967479,5.017279837,5.420534999,5.365976015
201709,2017/2/26,0.415155185,0.402938833,0.919287875,0.495121351,4.584967479,5.017279837,5.420534999,5.365976015,5.579729826
201710,2017/3/5,0.11733381,0.494091426,0.793290865,0.839752822,5.017279837,5.420534999,5.365976015,5.579729826,5.416100402
